decision_date,ticker,sector,log_market_cap,book_to_market,beta_60d,rolling_vol_20d,downside_vol_60d,momentum_6m,amihud_20d,avg_daily_traded_value_20d,spread_proxy,turnover_ratio,cbr_key_rate,usd_rub,ofz_slope_10y_2y,imoex_realized_vol_20d,average_market_correlation_60d,net_debt_to_ebitda,interest_coverage,operating_cash_flow,free_cash_flow,ebitda_margin,net_debt_to_ebitda_missing,interest_coverage_missing,cash_flow_missing,future_max_drawdown,future_downside_volatility,future_cvar_95,future_illiquidity
2023-07-31,TCK02,oil_gas,12.160497618781964,0.7705935841558462,0.7411481317640094,0.01782681440837733,0.015374453473515199,0.21510954095139248,3.700403360516178e-10,957374050.4763256,0.0007749042989526895,0.007712398555875861,7.076179269938608,78.53230918555334,0.58142662702165,0.013251180787934674,0.21265529279960493,0.7266386736786747,5.145869676265187,0.12585031376192593,-0.00031397848926525973,0.047340043844285806,0,0,0,0.0,0.001,0.001,9.923847498388626e-12
2023-07-31,TCK03,metals_mining,10.558808698288551,0.9326520725036291,0.5693078919322512,0.014680697486427901,0.01246001319666615,-0.23887385614365372,2.140140898183783e-10,527926199.0626759,0.00042409366340307364,0.0075614913873234815,7.076179269938608,78.53230918555334,0.58142662702165,0.013251180787934674,0.21265529279960493,2.0445792822909286,1.7058902207897688,0.12987138546875276,0.03422842257767393,0.3056371643198771,0,0,0,0.0,0.004750311360299698,0.001,5.71293631197254e-11
2023-07-31,TCK04,retail,11.238213829043454,0.9355727816801062,0.6526667194311551,0.015368942309064378,0.013793672251236372,0.13240797593816536,2.861202087130211e-10,259536497.84828067,0.0012286783920075718,0.004327515089015752,7.076179269938608,78.53230918555334,0.58142662702165,0.013251180787934674,0.21265529279960493,-1.7853734781706863,2.4883225653818695,0.2739822536948978,0.12695155835704536,0.3298252830342918,0,0,0,0.0,0.001,0.001,1.668289672162993e-11
2023-07-31,TCK06,technology,13.165798288337813,0.6764139470889281,0.6292450585059717,0.011864222616733741,0.009426082756055837,-0.02915864716582552,1.2666186529261642e-10,179417175.76968694,0.000297768017153383,0.0029482836398148624,7.076179269938608,78.53230918555334,0.58142662702165,0.013251180787934674,0.21265529279960493,1.9749207379154736,3.7440800896498874,0.23894409206626205,0.1287533934492478,0.3526731510425243,0,0,0,0.0,0.001,0.001,1.3781534070439845e-11
2023-07-31,TCK07,utilities,10.207148352170634,1.0318363896790805,0.5711662512981659,0.021437169197059753,0.018509320782038905,0.373038302507724,5.036009518932462e-10,341403900.20015013,0.0009079467430500259,0.011171334744897114,7.076179269938608,78.53230918555334,0.58142662702165,0.013251180787934674,0.21265529279960493,1.596768496276386,4.798844010251358,0.37157217327954717,0.2581715803457386,0.10554496188964688,0,0,0,0.0,0.001,0.001,1.2677222242688354e-11
2023-07-31,TCK08,transport,10.692755077076491,0.7161121938869127,0.20907372036421273,0.016729885461976207,0.013488688224007351,0.23939973912718265,2.2563498280336796e-10,106821969.06084016,0.0004627458627343188,0.005384102260146654,7.076179269938608,78.53230918555334,0.58142662702165,0.013251180787934674,0.21265529279960493,,,,,,1,1,1,0.0,0.001,0.001,8.520265907403168e-12
2023-07-31,TCK09,chemicals,11.207969686191664,1.0114912522575885,0.5600968331198318,0.017311098486690227,0.013361644648407372,-0.09144479100403885,5.404484918902036e-10,88132882.52790926,0.000498815118474549,0.01957273489200219,7.076179269938608,78.53230918555334,0.58142662702165,0.013251180787934674,0.21265529279960493,2.1074853382638894,3.0819965590489695,0.23399878957938008,0.27898463830436204,0.2287437727990615,0,0,0,0.0,0.001,0.001,3.971044914426739e-11
2023-07-31,TCK10,real_estate,11.23268236377021,0.7139469481855353,0.5261798818199871,0.01904862525942678,0.016467496823395822,0.14221378590731965,1.3316391189611257e-10,161007215.17325312,0.00040813708083896073,0.00953521576754136,7.076179269938608,78.53230918555334,0.58142662702165,0.013251180787934674,0.21265529279960493,3.4034966326100653,1.5134781228282128,0.09503772984038186,-0.10806515336509206,0.22503956120856983,0,0,0,0.0,0.001,0.001,1.898519025970086e-11
2023-07-31,TCK11,consumer,11.470925881483064,0.8728863792914111,0.9627141699357897,0.022906464917723395,0.01734843752314426,0.022439267841516234,1.5348267216766456e-10,1263359872.7623994,0.0007419472178897393,0.006886771199570395,7.076179269938608,78.53230918555334,0.58142662702165,0.013251180787934674,0.21265529279960493,1.4088244773808363,4.848512928345425,0.44685652234975054,0.38167599745673836,0.30963383353827256,0,0,0,0.0,0.001,0.001,2.554547185108963e-11
2023-07-31,TCK12,banks_financials,9.668817263114269,0.7655991741865371,1.09708443530288,0.02225952238422827,0.01977473407769671,0.04401337778670693,2.55180411511755e-10,288314030.0049106,0.001573243864568615,0.006577829580368225,7.076179269938608,78.53230918555334,0.58142662702165,0.013251180787934674,0.21265529279960493,4.402190723947712,2.4165091035074124,0.1539470565720608,0.3173004548146926,0.24398901890540703,0,0,0,0.020392326995001212,0.006895844462641174,0.007164492881293854,1.7395177127622417e-10
