decision_date,ticker,sector,log_market_cap,book_to_market,beta_60d,rolling_vol_20d,downside_vol_60d,momentum_6m,amihud_20d,avg_daily_traded_value_20d,spread_proxy,turnover_ratio,cbr_key_rate,usd_rub,ofz_slope_10y_2y,imoex_realized_vol_20d,average_market_correlation_60d,net_debt_to_ebitda,interest_coverage,operating_cash_flow,free_cash_flow,ebitda_margin,net_debt_to_ebitda_missing,interest_coverage_missing,cash_flow_missing,future_max_drawdown,future_downside_volatility,future_cvar_95,future_illiquidity
2023-07-31,TCK01,banks_financials,10.664526662587415,0.6399672076351883,1.0595316419735954,0.027164617657446145,0.02303943681977964,0.08503374010890422,5.542516641438903e-10,53533799.62428217,0.0009208248769616792,0.016898332901764103,7.076179269938608,78.53230918555334,0.58142662702165,0.013251180787934674,0.21265529279960493,,,,,,1,1,1,0.0,0.0011222222222222222,0.0011222222222222222,1.4049836569043352e-11
2023-07-31,TCK03,metals_mining,10.558808698288551,0.9326520725036291,0.5693078919322512,0.014680697486427901,0.01246001319666615,-0.23887385614365372,2.140140898183783e-10,527926199.0626759,0.00042409366340307364,0.0075614913873234815,7.076179269938608,78.53230918555334,0.58142662702165,0.013251180787934674,0.21265529279960493,2.0445792822909286,1.7058902207897688,0.12987138546875276,0.03422842257767393,0.3056371643198771,0,0,0,0.0,0.005330904971002995,0.0011222222222222222,6.41118408343585e-11
2023-07-31,TCK04,retail,11.238213829043454,0.9355727816801062,0.6526667194311551,0.015368942309064378,0.013793672251236372,0.13240797593816536,2.861202087130211e-10,259536497.84828067,0.0012286783920075718,0.004327515089015752,7.076179269938608,78.53230918555334,0.58142662702165,0.013251180787934674,0.21265529279960493,-1.7853734781706863,2.4883225653818695,0.2739822536948978,0.12695155835704536,0.3298252830342918,0,0,0,0.0,0.0011222222222222222,0.0011222222222222222,1.8721917432051365e-11
2023-07-31,TCK06,technology,13.165798288337813,0.6764139470889281,0.6292450585059717,0.011864222616733741,0.009426082756055837,-0.02915864716582552,1.2666186529261642e-10,179417175.76968694,0.000297768017153383,0.0029482836398148624,7.076179269938608,78.53230918555334,0.58142662702165,0.013251180787934674,0.21265529279960493,1.9749207379154736,3.7440800896498874,0.23894409206626205,0.1287533934492478,0.3526731510425243,0,0,0,0.0,0.0011222222222222222,0.0011222222222222222,1.546594379016027e-11
2023-07-31,TCK07,utilities,10.207148352170634,1.0318363896790805,0.5711662512981659,0.021437169197059753,0.018509320782038905,0.373038302507724,5.036009518932462e-10,341403900.20015013,0.0009079467430500259,0.011171334744897114,7.076179269938608,78.53230918555334,0.58142662702165,0.013251180787934674,0.21265529279960493,1.596768496276386,4.798844010251358,0.37157217327954717,0.2581715803457386,0.10554496188964688,0,0,0,0.0,0.0011222222222222222,0.0011222222222222222,1.4226660516794709e-11
2023-07-31,TCK08,transport,10.692755077076491,0.7161121938869127,0.20907372036421273,0.016729885461976207,0.013488688224007351,0.23939973912718265,2.2563498280336796e-10,106821969.06084016,0.0004627458627343188,0.005384102260146654,7.076179269938608,78.53230918555334,0.58142662702165,0.013251180787934674,0.21265529279960493,,,,,,1,1,1,0.0,0.0011222222222222222,0.0011222222222222222,9.561631740530222e-12
2023-07-31,TCK09,chemicals,11.207969686191664,1.0114912522575885,0.5600968331198318,0.017311098486690227,0.013361644648407372,-0.09144479100403885,5.404484918902036e-10,88132882.52790926,0.000498815118474549,0.01957273489200219,7.076179269938608,78.53230918555334,0.58142662702165,0.013251180787934674,0.21265529279960493,2.1074853382638894,3.0819965590489695,0.23399878957938008,0.27898463830436204,0.2287437727990615,0,0,0,0.0,0.0011222222222222222,0.0011222222222222222,4.4563948484122294e-11
2023-07-31,TCK11,consumer,11.470925881483064,0.8728863792914111,0.9627141699357897,0.022906464917723395,0.01734843752314426,0.022439267841516234,1.5348267216766456e-10,1263359872.7623994,0.0007419472178897393,0.006886771199570395,7.076179269938608,78.53230918555334,0.58142662702165,0.013251180787934674,0.21265529279960493,1.4088244773808363,4.848512928345425,0.44685652234975054,0.38167599745673836,0.30963383353827256,0,0,0,0.0,0.0011222222222222222,0.0011222222222222222,2.8667696188445028e-11
2023-07-31,TCK12,banks_financials,9.668817263114269,0.7655991741865371,1.09708443530288,0.02225952238422827,0.01977473407769671,0.04401337778670693,2.55180411511755e-10,288314030.0049106,0.001573243864568615,0.006577829580368225,7.076179269938608,78.53230918555334,0.58142662702165,0.013251180787934674,0.21265529279960493,4.402190723947712,2.4165091035074124,0.1539470565720608,0.3173004548146926,0.24398901890540703,0,0,0,0.02288472251661247,0.007738669896963984,0.00804015312234088,1.9521254332109602e-10
2023-08-31,TCK01,banks_financials,11.47421071460805,1.905919189448437,0.725176100365212,0.01549292521918251,0.011735619901406086,-0.051521627604694246,1.0912579708145064e-09,30758686.969398297,0.000981711750177557,0.02699557427149982,6.940003973439876,79.4785519436455,0.7280493175464048,0.011381306920559523,0.2417824976852948,1.5510114140720148,6.044746750215453,0.001323908331495885,-0.12320193269844365,0.2846455869495277,0,0,0,0.0,0.0011191666666666667,0.0011191666666666667,1.1701139513853822e-11
2023-08-31,TCK02,oil_gas,11.746522888402136,1.134985234671011,0.6060102959712738,0.015601037040305608,0.01264330372691256,0.008921166251900078,1.6706111189935795e-10,967515309.3656406,0.0005050496436759537,0.02315421445814667,6.940003973439876,79.4785519436455,0.7280493175464048,0.011381306920559523,0.2417824976852948,1.0555402224769104,6.216950405673537,0.031132320078597175,-0.017900907858341433,0.2310378987073159,0,0,0,0.0,0.0011191666666666667,0.0011191666666666667,1.0710417029537986e-11
2023-08-31,TCK03,metals_mining,9.966999390690775,0.7019542607521305,1.091824808960693,0.025798026741424215,0.021731318221918018,0.07174198924190868,1.3609400914657816e-10,280374407.83914924,0.0004514232187258893,0.003729174942947249,6.940003973439876,79.4785519436455,0.7280493175464048,0.011381306920559523,0.2417824976852948,1.280183603150045,6.184835395056839,0.12205655308841143,-0.06711529026606952,0.20659907691673712,0,0,0,0.003552364298290143,0.0011191666666666667,0.0011191666666666667,3.043373768500776e-11
2023-08-31,TCK04,retail,10.876914131324293,0.8133861060340317,0.45913214364373256,0.016122456318380305,0.014112434921727559,0.08860005273596148,1.9477297526547525e-10,360883939.4082304,0.0002950204709107626,0.010015206578339993,6.940003973439876,79.4785519436455,0.7280493175464048,0.011381306920559523,0.2417824976852948,-0.16399209026722983,5.283812104924516,-0.03905899320450865,-0.1272218033826253,0.22994932125893372,0,0,0,0.0,0.0011191666666666667,0.0011191666666666667,1.740813057245492e-11
2023-08-31,TCK05,telecom,11.378457596984596,1.1247496297921924,0.4270575642494217,0.021765133057268234,0.018740892282535313,0.11369037461687123,9.358690043410444e-11,634675476.0870756,0.0005111480557389006,0.00981880194739105,6.940003973439876,79.4785519436455,0.7280493175464048,0.011381306920559523,0.2417824976852948,2.176423758653853,3.300861378190571,-0.03247107609170029,0.09244428220834511,0.2635073017310522,0,0,0,0.004360776605580198,0.0011191666666666667,0.0011191666666666667,2.2435052918298866e-11
2023-08-31,TCK06,technology,13.311672381239465,1.2008044562053968,0.29740031805430284,0.019417625848279725,0.015561869724497272,-0.06803050220919626,1.6041138049928264e-10,1192194903.634839,0.0007343841199904202,0.006987926718507835,6.940003973439876,79.4785519436455,0.7280493175464048,0.011381306920559523,0.2417824976852948,1.209434888314321,1.367645760975922,0.2542349172603032,0.2472026764255922,0.21319908188120895,0,0,0,0.0,0.0011191666666666667,0.0011191666666666667,1.305491078739433e-11
2023-08-31,TCK07,utilities,10.654250981851423,0.7807751692037078,0.6159944278422137,0.01727233758424705,0.013329361890401657,-0.003964884300409115,7.837257498135972e-10,271377707.7201524,0.0005535940043184832,0.011476649560135449,6.940003973439876,79.4785519436455,0.7280493175464048,0.011381306920559523,0.2417824976852948,2.074979384938219,2.022725353625051,0.1417851921059264,0.21829005462680584,0.313377131061085,0,0,0,0.013940305137081428,0.0011191666666666667,0.0011191666666666667,2.0701851702852057e-11
2023-08-31,TCK08,transport,11.253016166400352,0.7134978461040661,0.3414722151175724,0.01583076669413026,0.013826664167734721,0.10773297797236912,1.8770454485592663e-10,325945941.999531,0.0008186925730446472,0.01354698866664935,6.940003973439876,79.4785519436455,0.7280493175464048,0.011381306920559523,0.2417824976852948,1.36600836170535,2.963862653130414,0.09778035361901899,0.148044774606632,0.2727884059265815,0,0,0,0.0,0.0011191666666666667,0.0011191666666666667,1.499745430143601e-11
2023-08-31,TCK09,chemicals,11.276730485381316,0.47308545763681636,0.32335437655303045,0.018708498130383253,0.01483612266874413,0.06818550827499555,1.7431169198356013e-10,875503650.6047267,0.0006686577598813695,0.013711781931558815,6.940003973439876,79.4785519436455,0.7280493175464048,0.011381306920559523,0.2417824976852948,1.4443562724848507,5.125396737010912,0.11183219364477677,0.2773524030601758,0.36185473454814165,0,0,0,0.0,0.0011191666666666667,0.0011191666666666667,1.5214504044048244e-11
2023-08-31,TCK10,real_estate,11.05716098037612,1.8415922427923634,0.9261829249553799,0.017326282454269565,0.014558195530185534,-0.13684323005794632,2.0744703245870503e-10,986953135.7987705,0.00047923710785167413,0.0182642882681824,6.940003973439876,79.4785519436455,0.7280493175464048,0.011381306920559523,0.2417824976852948,2.671261596085883,3.553902249577152,-0.05992604607526267,-0.1098324469547127,0.2958323185971777,0,0,0,0.050032208401056606,0.0011191666666666667,0.0011191666666666667,3.0391767856574705e-11
2023-08-31,TCK11,consumer,11.62044025092502,1.027738185610638,0.5978378434969399,0.011233813331490101,0.00960945346328356,0.17360627003784315,4.362638549446191e-11,434504370.8017942,0.00027582106053556163,0.021420631374513353,6.940003973439876,79.4785519436455,0.7280493175464048,0.011381306920559523,0.2417824976852948,1.8514272892034203,2.3372380203915837,-0.08070937780875183,-0.18605849959571696,0.40747785275016657,0,0,0,0.0,0.0011191666666666667,0.0011191666666666667,1.2084349665417345e-11
2023-08-31,TCK12,banks_financials,10.092573467949988,1.2883856601964088,0.8591109314565774,0.022388391610341743,0.018300037261084652,-0.010233136784695375,6.537733704730449e-11,440072719.4543585,0.0004991551443429453,0.006348905060139777,6.940003973439876,79.4785519436455,0.7280493175464048,0.011381306920559523,0.2417824976852948,1.9496311889491762,3.5716232599446696,0.08148518643480865,-0.10566523919371953,0.2292877426199526,0,0,0,0.0,0.0011191666666666667,0.0011191666666666667,3.5875914003976816e-11
2023-09-30,TCK01,banks_financials,11.427001050315688,1.3326921223235242,0.9214565349006357,0.025078627049503734,0.022681172659626155,-0.015364405391680862,1.20092642438949e-09,40222230.73690617,0.0011030377201464519,0.012487254082719178,7.587612798951614,80.59807013822044,0.6814441018560806,0.012913550475114824,0.21199911780357675,2.551125908220815,7.669471570258971,0.13166330216856778,0.1796208247062078,0.12686567206789015,0,0,0,0.009987578948628307,0.0011191666666666667,0.00954658273704437,2.8216063205444402e-11
2023-09-30,TCK02,oil_gas,11.630066645994093,1.058375093002214,0.9206467457298241,0.02345771481074207,0.017821151018014594,-0.10039744272409555,1.0741850168077707e-10,215009440.100648,0.0002296056215543197,0.030894571401995887,7.587612798951614,80.59807013822044,0.6814441018560806,0.012913550475114824,0.21199911780357675,1.113077120661505,5.50605223192069,0.13282117485205983,0.060569676735689665,0.26423071764145983,0,0,0,0.0,0.0011191666666666667,0.0011191666666666667,4.8723876640839654e-11
2023-09-30,TCK03,metals_mining,10.5814858570291,0.9122641986483473,1.2123362003090759,0.02178106574728649,0.02036050638410973,-0.04088522040261792,2.3283948376938533e-10,495269601.4046263,0.0007119979004526713,0.03257780527500444,7.587612798951614,80.59807013822044,0.6814441018560806,0.012913550475114824,0.21199911780357675,1.303171827964385,11.11456332232455,0.17032492255077647,0.13776725279913024,0.35742567146707394,0,0,0,0.0,0.0011191666666666667,0.0011191666666666667,1.1148281660717118e-11
2023-09-30,TCK04,retail,11.124427077402709,1.133823380655506,0.5347928853988542,0.012517571764529358,0.011723791126941482,0.18055430225447874,4.484212614911743e-10,340701448.55310833,0.0005279681479998485,0.015588646872893575,7.587612798951614,80.59807013822044,0.6814441018560806,0.012913550475114824,0.21199911780357675,-0.5399868894668336,7.937958097048247,0.29471448285828655,0.1200091830343597,0.15115010681948382,0,0,0,0.0,0.0011191666666666667,0.0011191666666666667,2.1878652359430074e-11
2023-09-30,TCK05,telecom,11.545548470413948,0.8692084733933367,0.37920009221121886,0.020273806818396474,0.015707511690477124,0.005334500190731278,3.5436974551162826e-10,731945705.9722553,0.0015574932347344995,0.008468079233964919,7.587612798951614,80.59807013822044,0.6814441018560806,0.012913550475114824,0.21199911780357675,3.4805528319938004,1.6186195881734404,-0.18295888305653601,-0.2733144548695335,0.18708803322064663,0,0,0,0.0,0.0011191666666666667,0.0011191666666666667,2.1795760041577594e-11
2023-09-30,TCK06,technology,12.776417300286088,0.7027893412483007,0.9939800721363474,0.027088625914067223,0.021623731045216765,0.14340514982558106,3.198962642106132e-10,725407786.5379122,0.0006364557484890649,0.04333556816795573,7.587612798951614,80.59807013822044,0.6814441018560806,0.012913550475114824,0.21199911780357675,1.8372254556833592,1.2835464823222087,0.054353550768081266,0.05845328655717049,0.33086997521283545,0,0,0,0.0,0.0011191666666666667,0.0011191666666666667,3.711179737681619e-11
2023-09-30,TCK07,utilities,10.198452934693284,0.46598826867006965,0.25470901712730654,0.01863449448756205,0.017694003974673966,0.19744185158839314,1.105038374219333e-10,322409810.1698054,0.0008669081786272797,0.004424843475676151,7.587612798951614,80.59807013822044,0.6814441018560806,0.012913550475114824,0.21199911780357675,2.4289658444620748,5.19781752520606,-0.039120197223700824,-0.06486406788686103,0.34859701703462287,0,0,0,0.0,0.0011191666666666667,0.0011191666666666667,2.705939452653735e-11
2023-09-30,TCK08,transport,11.245431275786721,1.5342656584449008,0.7717384169427041,0.025430802766742845,0.023728599753627334,0.02038201780380147,4.3467508491573203e-10,208448796.8583188,0.0005039659382945065,0.013293517582304981,7.587612798951614,80.59807013822044,0.6814441018560806,0.012913550475114824,0.21199911780357675,1.330720363532941,2.8366790542212788,0.1763551726094811,0.11072469933437722,0.28256316501444845,0,0,0,0.0,0.0011191666666666667,0.0011191666666666667,2.1195502537167245e-11
2023-09-30,TCK09,chemicals,11.275074117873826,0.8355929639744324,0.2857540811576627,0.019278852113381366,0.01564085705903167,0.07216423032395727,4.304974260523565e-10,341874499.81793106,0.0013178739067825748,0.019332826991519312,7.587612798951614,80.59807013822044,0.6814441018560806,0.012913550475114824,0.21199911780357675,2.6187577511090496,2.795421744546796,-0.2594752760752631,-0.32378661301167755,0.3077937657069336,0,0,0,0.0,0.0011191666666666667,0.0011191666666666667,1.996590088664582e-11
2023-09-30,TCK10,real_estate,10.998351431846684,0.8472171613669296,0.822506789435796,0.019427217879268557,0.018127297467597503,0.1070016348918784,2.617094720945874e-10,254839620.59149325,0.0009634738829374147,0.006272498377843843,7.587612798951614,80.59807013822044,0.6814441018560806,0.012913550475114824,0.21199911780357675,2.2395532019901445,2.8505567992962813,0.1963416097836323,0.014622163744925643,0.3026937609021474,0,0,0,0.0,0.0011191666666666667,0.0011191666666666667,1.4728763022991938e-11
