ticker,company_name,source_page,source_url,link_text,depth,score
LKOH,ПАО ЛУКОЙЛ,https://www.lukoil.com/InvestorAndShareholderCenter/FinancialReports,https://www.lukoil.com/FileSystem/9/577500.pdf?dl=1,"14C103934C70A6AC690DCA9AFB47""> 2021 12 months Consolidated Financial Statements IFRS",0,17
LKOH,ПАО ЛУКОЙЛ,https://www.lukoil.com/InvestorAndShareholderCenter/ShareholdersMeeting,https://www.lukoil.com/FileSystem/9/688860.pdf,"/www.lukoil.com/FileSystem/9/688858.pdf"" title=""Regulations on the Board of Directors of PJSC LUKOIL - PDF (0.2 MB)""> Financial Statements of PJSC &quot;LUKOIL&quot; for the 2024 reporting year Report on Voiting Results at the Annual Session General Shareh",1,17
LKOH,ПАО ЛУКОЙЛ,https://www.lukoil.com/InvestorAndShareholderCenter/FinancialReports,https://www.lukoil.com/FileSystem/9/577500.pdf,"l-kb-full-img ""> 12 months Consolidated Financial Statements IFRS Managements&#39; Discussion &amp; Analysis of Financial Condition and Results of Operations <div",0,15
LKOH,ПАО ЛУКОЙЛ,https://www.lukoil.com/InvestorAndShareholderCenter/FinancialReports,https://www.lukoil.com/FileSystem/9/577504.pdf?dl=1,"con icon-s-download_round "" target='_blank' href=""https://www.lukoil.com/FileSystem/9/577500.pdf?dl=1"" title=""LUKOIL_FS_IFRS_4Q2021_eng - PDF (2.2 MB)"" data-personalization=""""> Managements&#39; Discussion &amp; Analysis of Financial Condition and Results of Operations",0,15
LKOH,ПАО ЛУКОЙЛ,https://www.lukoil.com/InvestorAndShareholderCenter/FinancialReports,https://www.lukoil.com/FileSystem/9/577504.pdf,"icon-s-flipbook-pdf_round"" target='_blank' href=""https://www.lukoil.com/FileSystem/9/577500.pdf"" title=""LUKOIL_FS_IFRS_4Q2021_eng - PDF (2.2 MB)""> Managements&#39; Discussion &amp; Analysis of Financial Condition and Results of Operations Press Release</span",0,15
LKOH,ПАО ЛУКОЙЛ,https://www.lukoil.com/InvestorAndShareholderCenter/FinancialReports,https://www.lukoil.com/FileSystem/9/568009.pdf,Consolidated Financial Statements IFRS Managements&#39; Discussion &amp; Analysis of Financial Condition and Results of Operations <div,0,15
LKOH,ПАО ЛУКОЙЛ,https://www.lukoil.com/InvestorAndShareholderCenter/FinancialReports,https://www.lukoil.com/FileSystem/9/568012.pdf?dl=1,"con icon-s-download_round "" target='_blank' href=""https://www.lukoil.com/FileSystem/9/568009.pdf?dl=1"" title=""LUKOIL_FS_IFRS_3Q2021_eng - PDF (0.7 MB)"" data-personalization=""""> Managements&#39; Discussion &amp; Analysis of Financial Condition and Results of Operations",0,15
LKOH,ПАО ЛУКОЙЛ,https://www.lukoil.com/InvestorAndShareholderCenter/FinancialReports,https://www.lukoil.com/FileSystem/9/568012.pdf,"icon-s-flipbook-pdf_round"" target='_blank' href=""https://www.lukoil.com/FileSystem/9/568009.pdf"" title=""LUKOIL_FS_IFRS_3Q2021_eng - PDF (0.7 MB)""> Managements&#39; Discussion &amp; Analysis of Financial Condition and Results of Operations Press Release</",0,15
LKOH,ПАО ЛУКОЙЛ,https://www.lukoil.com/InvestorAndShareholderCenter/FinancialReports,https://www.lukoil.com/FileSystem/9/557872.pdf,Consolidated Financial Statements IFRS Managements&#39; Discussion &amp; Analysis of Financial Condition and Results of Operations <div,0,15
LKOH,ПАО ЛУКОЙЛ,https://www.lukoil.com/InvestorAndShareholderCenter/FinancialReports,https://www.lukoil.com/FileSystem/9/557875.pdf?dl=1,"con icon-s-download_round "" target='_blank' href=""https://www.lukoil.com/FileSystem/9/557872.pdf?dl=1"" title=""LUKOIL_FS_IFRS_2Q2021_eng - PDF (0.7 MB)"" data-personalization=""""> Managements&#39; Discussion &amp; Analysis of Financial Condition and Results of Operations <li class=""li",0,15
LKOH,ПАО ЛУКОЙЛ,https://www.lukoil.com/InvestorAndShareholderCenter/FinancialReports,https://www.lukoil.com/FileSystem/9/557875.pdf,"""icon icon-s-flipbook-pdf_round"" target='_blank' href=""https://www.lukoil.com/FileSystem/9/557872.pdf"" title=""LUKOIL_FS_IFRS_2Q2021_eng - PDF (0.7 MB)""> Managements&#39; Discussion &amp; Analysis of Financial Condition and Results of Operations Press Release </",0,15
LKOH,ПАО ЛУКОЙЛ,https://www.lukoil.com/InvestorAndShareholderCenter/FinancialReports,https://www.lukoil.com/FileSystem/9/546606.pdf,Consolidated Financial Statements IFRS Managements&#39; Discussion &amp; Analysis of Financial Condition and Results of Operations <di,0,15
LKOH,ПАО ЛУКОЙЛ,https://www.lukoil.com/InvestorAndShareholderCenter/FinancialReports,https://www.lukoil.com/FileSystem/9/546608.pdf?dl=1,"n icon-s-download_round "" target='_blank' href=""https://www.lukoil.com/FileSystem/9/546606.pdf?dl=1"" title=""LUKOIL_FS_ IFRS_1Q2021_eng - PDF (0.9 MB)"" data-personalization=""""> Managements&#39; Discussion &amp; Analysis of Financial Condition and Results of Operations",0,15
LKOH,ПАО ЛУКОЙЛ,https://www.lukoil.com/InvestorAndShareholderCenter/FinancialReports,https://www.lukoil.com/FileSystem/9/546608.pdf,"on-s-flipbook-pdf_round"" target='_blank' href=""https://www.lukoil.com/FileSystem/9/546606.pdf"" title=""LUKOIL_FS_ IFRS_1Q2021_eng - PDF (0.9 MB)""> Managements&#39; Discussion &amp; Analysis of Financial Condition and Results of Operations Press Release<",0,15
LKOH,ПАО ЛУКОЙЛ,https://www.lukoil.com/InvestorAndShareholderCenter/FinancialReports,https://www.lukoil.com/FileSystem/9/534848.pdf,Consolidated Financial Statements IFRS Managements&#39; Discussion &amp; Analysis of Financial Condition and Results of Operations <div,0,15
LKOH,ПАО ЛУКОЙЛ,https://www.lukoil.com/InvestorAndShareholderCenter/FinancialReports,https://www.lukoil.com/FileSystem/9/504693.pdf,Consolidated Financial Statements IFRS Managements&#39; Discussion &amp; Analysis of Financial Condition and Results of Operations <div,0,15
LKOH,ПАО ЛУКОЙЛ,https://www.lukoil.com/InvestorAndShareholderCenter/FinancialReports,https://www.lukoil.com/FileSystem/9/495078.pdf,Consolidated Financial Statements IFRS Managements&#39; Discussion &amp; Analysis of Financial Condition and Results of Operations <div,0,15
LKOH,ПАО ЛУКОЙЛ,https://www.lukoil.com/InvestorAndShareholderCenter/FinancialReports,https://www.lukoil.com/FileSystem/9/466101.pdf,Consolidated Financial Statements IFRS Managements&#39; Discussion &amp; Analysis of Financial Condition and Results of Operations <div,0,15
LKOH,ПАО ЛУКОЙЛ,https://www.lukoil.com/InvestorAndShareholderCenter/FinancialReports,https://www.lukoil.com/FileSystem/9/455008.pdf,Consolidated Financial Statements IFRS Managements&#39; Discussion &amp; Analysis of Financial Condition and Results of Operations <div,0,15
